kalpi,sum,Abeba David,Abeba Lior,Akunis Ofir,Amsalem David,Azbera Goma,Barak Keren,Barkat Nir,Ben Pinhas Yoseg Eyal,Berko Anat,Bitan David,Boker Navah,Cohen Fernand,Davidi Eli,Dichter Avi,Dichter Avital,Edelstein Yuli,Elkin Zeev,Erdan Gilad,Fadida Nissim,Fleishman Zeev,Fridelman Hinda,Galant Yoav,Gamliel Gila,Glick Yehuda,Golan May,Halabi Rafe,Halevi Shosh,Hanegbi Tsahi,Haskel Sharen,Hazah Oren,Hetayev Faisal,Hieb Hassan,Hirshman Nir,Hotoveli Tzipi,Ilgiev Gregory,Kaidaba Samir,Kara Iub,Katz Haim,Katz Israel,Kish Yoav,Koren Nurit,Krinawi Atef,Levin Yariv,Lovovikov Michael,Maharat Gilad,Malka Elad,Mark Osnat,Mazuz Yaron,Moses Heidi,Mula Patin,Mustafa Gihad,Nager Yoel,Nahon Tzofia,Negosa Avraham,Nevuani Osama,Ohana Amir,Parhat Ata,Pasal Moshe,Pinto Jacky,Regev Miri,Saar Gidon,Salah Salah,Sefadi Mendi,Sela Noam,Shitrti Kathy,Shtagman Ayala,Shteinits Yuval,Taya Dima,Vidar Yaakov,Yogev Mot,Yona Elad,Zohar Mickey
109902,1233,3,4,49,10,3,36,64,1,16,10,7,1,6,40,3,66,37,36,0,2,3,35,42,47,5,1,3,52,56,11,0,1,29,33,0,2,26,10,51,42,26,2,44,1,0,16,5,7,3,25,0,10,4,3,4,41,8,2,0,24,48,2,3,0,16,2,61,3,11,4,2,13
109903,1323,6,1,45,13,0,50,72,1,18,6,4,1,8,44,4,77,19,30,0,0,0,41,53,63,11,0,3,57,72,7,0,0,46,25,0,3,15,7,65,34,42,0,48,1,2,18,1,10,3,42,1,9,1,6,2,44,7,1,1,18,40,1,0,1,12,4,82,11,4,1,2,7
109904,1243,2,5,42,19,1,36,76,0,21,18,4,1,1,38,2,77,22,29,1,0,6,36,46,45,5,1,0,63,63,6,0,1,43,25,2,4,21,12,60,34,37,0,36,3,1,14,10,4,5,32,1,1,1,2,2,44,3,1,0,21,49,0,0,0,9,3,71,6,5,0,5,9
109905,1245,0,2,41,15,1,41,65,0,17,21,1,0,3,45,4,79,15,41,0,0,0,39,46,41,2,0,0,64,68,12,2,1,41,31,0,0,16,21,64,35,34,0,35,3,1,16,3,4,4,34,2,2,0,3,0,43,4,0,0,31,56,2,1,0,10,2,62,2,3,1,2,11
109906,1215,7,5,7,9,0,48,65,1,17,9,4,0,3,30,3,82,22,22,2,0,3,26,53,59,5,2,1,58,71,10,0,1,53,24,0,2,13,11,55,31,41,1,27,3,1,18,4,5,4,48,2,3,1,6,1,39,8,1,0,17,49,1,1,0,14,3,67,11,5,1,2,17
109907,1344,3,1,34,17,0,49,82,0,11,12,2,1,5,37,2,80,22,37,0,0,0,51,64,66,4,1,1,60,72,9,0,0,48,21,0,0,15,8,63,37,37,0,37,8,0,20,7,8,2,42,2,8,0,4,0,44,8,3,0,17,56,1,0,1,17,3,74,10,6,3,1,10
109908,1261,6,4,32,14,1,53,59,0,18,5,2,1,5,39,6,70,20,24,0,2,0,31,60,58,5,1,0,71,71,6,0,2,54,22,0,1,18,9,67,31,43,0,34,6,0,15,9,4,2,47,1,5,1,4,3,37,5,2,0,23,50,0,0,1,9,4,66,5,3,6,4,4
109909,1245,5,3,38,11,0,45,71,0,12,10,2,1,4,30,2,70,21,26,0,1,0,25,51,57,12,1,1,53,72,11,0,0,53,21,0,0,15,7,65,32,46,0,32,1,0,18,6,8,6,42,3,4,2,4,1,35,4,2,1,26,55,1,1,1,13,2,71,7,11,4,0,10
109910,1188,3,3,36,9,1,40,66,1,19,11,4,0,2,34,2,72,21,33,0,0,2,30,46,49,9,2,0,55,67,5,0,0,45,27,0,2,13,6,62,31,40,1,32,5,2,21,5,3,4,39,2,1,2,4,0,37,4,2,0,19,50,3,0,0,9,2,68,10,4,2,2,7
109911,1236,2,1,29,7,0,56,75,0,15,12,1,0,5,35,4,76,16,28,0,0,2,32,55,58,8,3,1,61,73,4,1,1,53,19,0,0,13,6,62,37,45,1,32,0,0,16,6,5,3,44,1,5,1,4,1,39,5,0,0,22,43,2,0,0,9,5,74,11,3,1,0,7
109912,1271,6,3,35,14,0,51,71,0,10,10,3,1,2,31,4,80,16,24,0,0,1,34,60,60,6,0,0,54,75,7,1,1,50,27,0,2,20,3,64,35,48,0,31,4,1,20,7,3,4,49,2,4,1,5,0,44,3,0,1,25,52,0,1,2,12,4,62,2,9,2,5,7
109913,1175,5,5,34,15,1,44,55,0,21,14,2,0,3,33,2,62,20,24,1,2,0,21,41,54,10,1,1,51,68,6,3,0,48,17,1,1,20,7,47,36,41,2,43,3,2,21,4,4,7,33,1,8,0,6,0,43,5,2,0,20,40,3,0,0,11,2,60,9,7,5,7,10
109914,1245,1,3,29,22,0,44,69,0,16,14,4,0,3,44,3,67,13,38,0,3,2,41,54,49,8,1,0,58,64,11,1,3,45,17,1,2,11,13,58,37,35,2,38,5,2,15,2,4,7,38,1,7,3,7,0,39,7,1,0,21,48,0,0,0,12,4,58,16,5,1,7,11
109915,1221,1,2,31,12,0,56,69,0,19,9,11,0,1,37,2,79,15,24,0,1,0,28,61,54,8,0,2,64,78,5,0,1,58,17,0,1,18,6,62,30,57,0,20,2,2,17,5,1,5,53,0,2,2,4,2,29,5,1,0,14,50,0,0,1,13,0,63,2,2,1,1,5
109916,1305,2,1,42,22,3,46,67,1,15,16,5,2,4,35,3,80,20,35,0,0,2,31,53,52,10,0,1,59,65,11,0,0,45,28,0,0,26,14,64,39,35,0,27,4,0,27,5,7,2,35,1,2,3,3,2,42,6,2,1,30,56,0,3,0,15,4,69,9,3,2,4,7
109917,1299,3,4,44,18,0,43,64,0,21,17,8,0,3,45,4,69,20,31,3,2,1,36,54,43,12,0,1,57,61,13,0,1,41,34,0,1,21,15,53,41,39,1,40,2,0,12,4,2,4,37,1,3,1,5,0,41,5,4,2,30,55,1,0,3,18,6,63,9,3,3,5,16
109918,1249,6,6,38,14,1,36,73,0,19,14,1,0,4,36,3,72,18,22,1,5,1,34,40,58,6,0,2,54,70,11,1,1,50,23,0,0,22,7,60,31,45,0,29,1,3,11,6,4,5,40,3,5,0,13,1,40,4,1,1,28,50,1,1,5,14,6,54,11,6,7,3,11
109919,1306,1,1,24,12,1,58,85,0,15,12,1,0,3,37,2,74,13,22,1,1,2,32,69,60,2,1,0,72,76,4,1,0,59,24,1,2,14,14,69,34,64,0,25,2,2,13,3,3,5,50,3,2,1,6,1,32,6,5,1,9,52,2,2,5,10,2,70,8,5,5,1,12
109920,1083,5,5,29,9,1,41,56,0,10,6,3,1,4,23,4,55,11,16,1,2,1,15,45,40,9,1,0,48,61,3,1,1,58,15,1,2,19,4,66,32,46,0,28,8,1,22,5,1,5,47,1,3,2,2,0,33,5,2,0,16,47,1,0,2,9,3,67,8,1,4,3,7
109921,827,5,4,33,11,0,20,48,0,16,6,2,1,2,26,4,50,20,14,2,0,0,28,32,29,6,1,0,43,37,4,0,0,24,20,0,0,9,5,50,26,19,0,23,2,0,12,3,5,2,22,1,2,1,2,2,27,3,1,0,19,28,0,0,0,8,6,46,3,5,2,2,3
109922,1221,2,2,43,14,3,42,72,0,14,6,2,0,3,34,3,71,13,24,0,0,1,29,49,47,9,0,1,58,68,7,2,3,49,26,0,1,25,10,60,38,42,0,30,4,0,19,5,5,4,40,1,6,1,6,0,40,3,5,0,21,51,0,1,2,5,1,72,13,6,0,3,4
109923,1235,7,2,38,15,1,45,69,0,14,14,4,1,6,44,3,65,21,35,0,1,1,43,61,54,6,0,1,63,64,9,0,0,48,26,0,2,16,4,61,30,37,0,38,4,1,15,3,5,7,38,2,6,0,6,1,38,9,1,0,19,42,0,1,0,5,2,64,6,3,0,2,6
109924,1153,7,3,48,15,1,38,65,0,22,8,7,1,4,43,0,55,19,21,2,3,2,29,43,41,9,2,0,46,60,11,1,2,36,25,1,2,12,8,43,37,38,2,36,2,2,10,7,5,2,30,1,8,0,11,1,41,11,3,2,25,49,1,0,2,11,3,55,4,2,4,3,10
110001,2390,3,1,48,55,0,104,106,0,26,48,10,0,13,55,5,156,46,53,2,5,0,45,93,98,59,1,1,96,111,16,1,1,86,34,0,4,29,49,130,65,89,0,59,7,0,30,6,1,5,75,1,1,1,10,0,67,5,2,2,57,100,2,7,2,18,1,113,18,7,2,1,46
110002,2223,1,0,62,27,0,100,109,0,23,23,5,2,10,47,2,153,40,33,0,1,0,47,96,95,32,0,0,99,120,19,0,0,89,30,1,3,38,25,128,53,89,0,57,5,1,36,9,4,3,81,0,2,1,7,1,69,3,10,0,50,75,1,10,1,14,2,123,11,11,8,0,26
110003,2196,2,1,54,36,3,86,115,0,23,35,9,0,7,41,5,79,38,48,0,3,1,63,96,90,40,1,0,108,120,21,0,0,81,36,1,4,27,35,133,50,84,0,54,4,1,26,3,4,3,74,2,3,1,11,0,73,3,3,0,59,87,2,7,0,15,1,128,6,6,7,3,34
110004,2472,3,0,63,42,1,90,109,1,37,41,15,1,12,51,8,160,40,54,0,1,1,65,94,98,52,1,2,119,111,32,1,0,81,45,0,2,35,37,127,55,85,2,67,6,1,29,4,4,8,77,0,0,0,15,0,81,6,11,1,70,108,2,12,2,11,2,113,9,6,9,2,42
110005,2360,1,51,98,41,3,60,60,0,28,41,12,1,9,50,5,60,77,122,2,4,0,46,109,55,44,3,0,108,127,30,2,2,85,25,1,3,23,43,125,54,84,2,48,11,1,30,4,4,6,78,2,4,1,13,2,55,4,5,3,53,115,2,6,1,24,1,124,16,9,5,2,35
110006,2383,5,3,63,43,1,89,112,0,26,47,16,2,6,48,6,144,44,50,1,3,0,67,101,87,46,2,2,102,120,36,5,0,85,35,0,4,19,42,128,56,84,1,57,4,1,27,0,6,7,80,4,4,1,17,0,71,3,8,0,61,95,2,7,1,19,2,115,10,4,4,0,42
110007,2235,4,4,42,39,3,98,110,2,25,42,10,1,10,54,5,150,35,40,0,4,0,53,106,94,43,2,0,103,113,21,2,0,86,29,0,5,17,40,102,49,83,0,54,4,2,23,3,10,6,81,3,2,1,17,1,62,1,4,0,43,111,0,8,3,11,4,100,8,6,7,0,34
110008,2304,4,2,57,53,2,95,104,1,34,45,15,2,5,52,4,145,39,42,1,7,1,64,102,88,38,1,1,97,104,28,1,1,71,40,2,7,22,45,107,55,84,0,52,10,1,24,2,6,3,74,3,1,0,15,1,66,2,12,1,53,90,0,5,2,26,3,115,10,8,8,2,41
110009,2432,4,1,71,40,0,93,107,1,36,43,16,2,17,51,4,155,46,53,1,1,1,53,78,85,47,2,0,99,104,30,0,1,74,36,0,1,30,50,126,60,87,0,64,10,0,39,2,3,12,68,1,6,0,8,1,79,2,7,0,79,113,0,13,1,28,2,109,15,10,9,2,43
110010,2573,1,2,66,48,1,93,122,0,32,43,9,1,9,67,5,166,50,63,1,5,1,74,109,97,46,1,0,105,122,20,2,0,89,40,0,1,29,31,138,65,92,2,76,3,0,29,4,0,6,84,0,5,3,11,1,81,3,15,2,75,114,0,9,3,15,2,121,6,11,13,1,32
110101,1376,1,0,53,52,0,9,54,0,21,41,43,0,1,62,7,62,50,44,1,1,2,64,75,26,6,0,0,58,16,43,0,2,18,32,0,2,35,41,71,33,19,2,54,0,0,3,1,6,0,8,0,2,1,8,0,41,3,1,0,24,78,1,0,0,23,1,23,2,1,4,2,42
110102,1076,1,0,47,31,1,8,35,0,16,21,34,1,0,58,2,46,53,30,0,0,5,39,64,17,4,0,0,47,11,36,2,1,22,26,0,5,20,34,53,23,15,0,52,0,0,3,0,6,1,8,0,5,1,7,0,17,2,1,0,19,72,2,0,0,19,1,23,4,2,0,4,19
110201,2767,4,0,113,126,0,39,150,1,16,63,12,0,1,106,7,140,70,111,13,0,0,104,121,16,16,0,0,19,14,30,0,0,1,74,0,0,34,112,164,128,4,3,159,3,0,5,1,78,1,1,0,1,0,1,4,85,10,2,0,166,158,0,0,1,31,1,90,6,0,13,1,137
110202,2558,5,2,95,102,1,38,125,1,22,49,12,0,2,103,8,104,76,112,14,0,3,92,110,10,26,0,0,13,27,39,0,0,0,85,0,0,42,94,142,127,4,11,139,0,1,1,5,69,0,0,0,4,0,3,4,80,5,6,0,156,136,0,1,2,32,0,63,5,0,15,0,135
110203,2779,2,2,91,99,1,50,107,0,46,68,12,0,1,125,5,114,90,126,9,1,0,125,110,17,23,0,0,12,18,38,0,0,0,102,3,0,51,87,147,125,5,13,143,5,0,2,4,95,0,0,0,0,0,7,6,101,11,6,2,166,136,0,0,3,38,1,89,5,4,9,1,120
110301,4501,0,1,230,92,0,0,15,0,5,65,7,0,0,94,3,237,302,220,0,0,0,111,147,25,20,0,0,3,21,219,0,0,1,329,0,0,103,242,243,236,5,0,242,5,0,14,1,0,2,0,0,2,5,1,0,163,10,6,0,241,247,0,0,18,176,0,132,2,0,1,2,255
110401,1799,0,0,41,68,1,1,1,0,0,140,33,0,33,1,0,150,8,59,0,0,0,55,10,0,9,0,0,70,1,61,0,103,1,0,0,0,34,147,142,0,9,0,79,0,0,0,0,0,0,48,1,0,0,0,7,0,0,0,0,107,149,0,0,0,46,0,34,0,0,1,1,148
110402,1363,0,1,36,49,0,1,1,0,1,103,19,0,19,1,0,112,9,48,0,0,0,44,9,1,9,0,0,58,1,48,0,76,1,0,0,0,19,111,103,0,10,0,56,1,0,0,0,0,0,41,1,0,0,0,6,1,0,0,1,85,113,0,0,1,33,1,21,0,1,0,1,110
110501,1026,2,4,20,22,1,12,36,1,4,23,6,0,4,19,1,48,34,45,6,10,1,25,51,24,9,2,0,18,17,29,1,3,8,36,0,4,18,37,49,43,8,1,43,2,2,10,1,27,2,7,1,0,5,3,2,23,4,1,0,47,45,2,0,5,14,0,25,1,27,10,1,34
110502,943,1,0,23,17,1,12,29,0,6,16,4,0,5,15,0,44,25,41,1,3,1,26,49,18,12,0,0,15,22,19,0,1,8,37,0,0,27,33,41,38,13,0,40,0,0,8,2,25,2,8,2,0,10,0,1,24,3,3,0,52,48,2,1,5,16,1,22,5,24,4,0,32
110503,683,1,1,21,13,1,8,26,0,2,6,3,0,1,10,2,32,19,21,2,4,1,25,30,15,5,1,1,20,17,12,0,0,11,26,0,0,16,19,28,33,7,1,29,1,0,7,1,15,1,8,0,0,4,2,1,21,2,2,0,27,34,1,0,3,14,2,20,3,16,7,0,21
110504,1030,0,0,22,26,0,14,32,0,5,22,2,1,6,25,1,41,39,54,1,7,1,40,48,13,17,1,0,10,14,23,0,0,19,45,0,0,26,35,44,45,0,0,49,1,0,6,4,23,2,6,1,0,6,3,2,21,0,4,0,63,43,0,0,8,20,2,18,3,26,5,1,34
110601,1221,0,0,9,26,0,6,38,0,39,44,14,0,2,60,11,21,16,89,1,1,1,49,71,5,1,1,0,18,4,33,0,2,0,55,0,2,11,40,48,55,0,0,64,0,1,0,1,50,0,8,4,0,2,1,4,19,0,16,1,70,77,1,0,9,45,1,13,2,0,19,0,40
110602,1287,4,3,15,44,3,5,47,1,45,46,12,0,1,72,5,31,26,75,1,1,1,51,75,13,1,1,0,17,7,32,0,0,2,66,3,1,10,31,47,61,1,0,60,0,0,0,1,41,3,3,2,0,1,0,2,36,0,12,0,78,60,0,1,13,48,2,15,2,1,14,1,34
110701,1740,3,1,45,5,0,2,96,0,14,41,5,0,0,31,3,126,138,106,1,0,0,66,19,46,18,0,0,2,13,22,0,0,3,91,0,0,24,58,45,63,3,0,60,64,0,9,0,0,0,1,0,0,1,7,2,22,5,2,1,109,109,1,0,78,80,0,21,0,0,1,0,77
110801,768,0,0,35,8,0,0,32,0,9,4,0,1,0,12,2,44,48,26,0,0,0,14,31,26,6,0,0,0,20,13,1,0,3,45,0,0,12,27,39,29,2,0,54,5,0,18,1,1,1,0,0,1,4,2,1,45,3,1,0,41,40,0,2,12,18,2,17,3,0,1,0,6
110901,1700,4,2,51,43,8,30,71,1,19,47,3,0,3,63,6,102,45,60,0,3,0,41,63,43,16,0,1,43,70,43,1,0,26,49,0,1,16,61,52,27,31,0,70,1,2,9,4,6,1,39,2,1,0,24,1,28,1,25,1,70,89,0,0,2,31,2,75,2,0,2,2,65
110902,1664,2,0,57,45,10,19,51,0,23,67,13,0,4,70,6,95,48,58,0,1,0,51,60,28,15,0,0,30,56,35,0,0,15,51,0,0,21,58,52,32,25,0,72,2,1,11,4,5,4,34,2,0,0,28,1,37,1,24,1,86,89,0,0,1,29,1,69,2,1,1,1,59
111101,1379,0,0,70,16,0,5,51,0,12,13,3,0,2,37,2,88,100,67,0,0,0,43,37,24,11,0,0,8,12,19,0,0,0,102,0,0,15,35,62,74,9,0,99,1,0,0,0,2,0,0,0,0,1,1,3,42,2,5,0,86,83,0,0,23,33,0,33,3,0,1,1,43
111201,1372,0,2,35,22,0,46,84,0,24,18,4,0,4,44,1,69,37,48,0,0,0,38,63,48,9,0,0,64,61,12,0,0,45,34,0,0,25,18,72,44,47,0,39,0,0,11,6,2,3,42,0,0,1,5,0,41,5,1,0,24,67,0,0,5,11,3,64,4,2,0,1,17
111202,1692,2,1,33,13,0,56,101,0,18,14,5,2,6,54,8,102,35,42,0,1,3,41,86,69,4,0,2,88,74,12,2,4,65,25,0,1,25,25,87,43,82,0,48,0,2,9,4,8,9,52,1,1,6,9,2,42,9,3,2,25,75,0,3,5,14,5,88,8,4,4,5,18
111203,1524,3,2,34,15,1,43,86,0,30,20,5,0,5,48,3,87,35,51,1,1,0,29,67,61,14,1,1,70,64,17,0,2,46,39,0,5,26,25,71,50,53,0,44,1,1,12,6,5,7,39,0,1,4,8,3,41,8,2,0,20,77,2,1,7,16,2,70,9,2,4,1,20
111204,1560,4,1,36,13,1,56,89,1,35,15,5,0,14,67,6,79,31,53,0,1,0,46,73,51,8,2,0,79,67,10,1,0,53,32,1,1,30,8,84,39,65,2,34,2,0,15,3,5,1,47,1,1,2,3,1,45,12,0,0,32,58,4,1,11,13,2,82,6,3,4,0,13
111301,1717,5,2,83,16,2,13,59,0,17,92,45,0,1,70,5,102,28,84,0,1,0,99,87,15,5,0,0,49,33,73,0,0,11,26,0,0,19,84,90,36,46,0,42,7,1,1,2,36,1,8,0,1,0,1,0,16,0,1,0,110,98,1,1,5,11,3,31,0,0,2,1,39
